TranscriptID	GeneID	TranscriptCategory	GeneSymbol
XM_049901439.1	C11H19orf47	mRNA	C11H19orf47
XM_049901440.1	LOC126085773	mRNA	DACT3
XM_049901441.1	LOC126085750	mRNA	EYA4
XM_049901442.1	LOC126085775	mRNA	TIMM50
XM_049901443.1	LOC126085776	mRNA	ASPDH
XM_049901444.1	LOC126085777	mRNA	LAMA1
XM_049901445.1	LOC126085778	mRNA	RBM42
XM_049901446.1	LOC126085778	mRNA	RBM42
XM_049901447.1	LOC126085779	mRNA	CLIP3
XM_049901448.1	LOC126085780	mRNA	HAUS5
XM_049901449.1	LOC126085780	mRNA	HAUS5
XM_049901450.1	LOC126085782	mRNA	DMRTC2
XM_049901451.1	LOC126085783	mRNA	APOE
XM_049901452.1	LOC126085784	mRNA	FGF21
XM_049901453.1	LOC126085785	mRNA	CCDC61
XM_049901454.1	LOC126085785	mRNA	CCDC61
XM_049901455.1	LOC126085785	mRNA	CCDC61
XM_049901456.1	LOC126085785	mRNA	CCDC61
XM_049901457.1	LOC126085785	mRNA	CCDC61
XM_049901458.1	LOC126085785	mRNA	CCDC61
XM_049901459.1	LOC126085785	mRNA	CCDC61
XM_049901460.1	LOC126085785	mRNA	CCDC61
XM_049901461.1	LOC126085785	mRNA	CCDC61
XM_049901462.1	LOC126085785	mRNA	CCDC61
XM_049901463.1	LOC126085786	mRNA	CEP192
XM_049901464.1	LOC126085786	mRNA	CEP192
XM_049901465.1	LOC126085786	mRNA	CEP192
XM_049901466.1	LOC126085787	mRNA	SEH1L
XM_049901467.1	LOC126085787	mRNA	SEH1L
XM_049901468.1	LOC126085787	mRNA	SEH1L
XM_049901469.1	LOC126085787	mRNA	SEH1L
XM_049901470.1	LOC126085630	mRNA	PTPRK
XM_049901471.1	LOC126085788	mRNA	SBSN
XM_049901472.1	LOC126085789	mRNA	GAPDHS
XM_049901473.1	LOC126085790	mRNA	LOC126085790
XM_049901474.1	LOC126085791	mRNA	C5AR2
XM_049901475.1	LOC126085791	mRNA	C5AR2
XM_049901476.1	LOC126085792	mRNA	LOC126085792
XM_049901477.1	LOC126085792	mRNA	LOC126085792
XM_049901478.1	LOC126085793	mRNA	LOC126085793
XM_049901479.1	LOC126085793	mRNA	LOC126085793
XM_049901480.1	LOC126085793	mRNA	LOC126085793
XM_049901481.1	LOC126085793	mRNA	LOC126085793
XM_049901482.1	LOC126085793	mRNA	LOC126085793
XM_049901483.1	LOC126085794	mRNA	AP2S1
XM_049901484.1	LOC126085795	mRNA	ODAD1
XM_049901485.1	LOC126085795	mRNA	ODAD1
XM_049901486.1	LOC126085795	mRNA	ODAD1
XM_049901487.1	LOC126085796	mRNA	NFKBIB
XM_049901488.1	LOC126085797	mRNA	CCER2
XM_049901489.1	LOC126085799	mRNA	LOC126085799
XM_049901490.1	LOC126085801	mRNA	LOC126085801
XM_049901491.1	LOC126085802	mRNA	LOC126085802
XM_049901492.1	LOC126085800	mRNA	TCF21
XM_049901493.1	LOC126085804	mRNA	SNRPA
XM_049901494.1	LOC126085805	mRNA	RAB4B
XM_049901495.1	LOC126085806	mRNA	SLC14A1
XM_049901496.1	LOC126085806	mRNA	SLC14A1
XM_049901497.1	LOC126085806	mRNA	SLC14A1
XM_049901498.1	LOC126085806	mRNA	SLC14A1
XM_049901499.1	LOC126085806	mRNA	SLC14A1
XM_049901500.1	LOC126085806	mRNA	SLC14A1
XM_049901501.1	LOC126085806	mRNA	SLC14A1
XM_049901502.1	LOC126085808	mRNA	DTNA
XM_049901503.1	LOC126085808	mRNA	DTNA
XM_049901504.1	LOC126085808	mRNA	DTNA
XM_049901505.1	LOC126085808	mRNA	DTNA
XM_049901506.1	LOC126085808	mRNA	DTNA
XM_049901507.1	LOC126085808	mRNA	DTNA
XM_049901508.1	LOC126085808	mRNA	DTNA
XM_049901509.1	LOC126085808	mRNA	DTNA
XM_049901510.1	LOC126085808	mRNA	DTNA
XM_049901511.1	LOC126085808	mRNA	DTNA
XM_049901512.1	LOC126085808	mRNA	DTNA
XM_049901513.1	LOC126085808	mRNA	DTNA
XM_049901514.1	LOC126085808	mRNA	DTNA
XM_049901515.1	LOC126085808	mRNA	DTNA
XM_049901516.1	LOC126085808	mRNA	DTNA
XM_049901517.1	LOC126085809	mRNA	SLC2A12
XM_049901518.1	LOC126085810	mRNA	ZFP36
XM_049901519.1	LOC126085812	mRNA	IRF3
XM_049901520.1	LOC126085812	mRNA	IRF3
XM_049901521.1	LOC126085813	mRNA	SYT3
XM_049901522.1	LOC126085813	mRNA	SYT3
XM_049901523.1	LOC126085813	mRNA	SYT3
XM_049901524.1	LOC126085813	mRNA	SYT3
XM_049901525.1	LOC126085813	mRNA	SYT3
XM_049901526.1	LOC126085813	mRNA	SYT3
XM_049901527.1	LOC126085813	mRNA	SYT3
XM_049901528.1	C11H19orf81	mRNA	C11H19orf81
XM_049901529.1	LOC126085814	mRNA	TBPL1
XM_049901530.1	LOC126085816	mRNA	RTN2
XM_049901531.1	LOC126085817	mRNA	GMFG
XM_049901532.1	LOC126085818	mRNA	DSC3
XM_049901533.1	LOC126085818	mRNA	DSC3
XM_049901534.1	LOC126085819	mRNA	ISOC2
XM_049901535.1	LOC126085819	mRNA	ISOC2
XM_049901536.1	LOC126085819	mRNA	ISOC2
XM_049901537.1	LOC126085819	mRNA	ISOC2
XM_049901538.1	LOC126085814	mRNA	TBPL1
XM_049901539.1	LOC126085819	mRNA	ISOC2
XM_049901540.1	LOC126085819	mRNA	ISOC2
XM_049901541.1	LOC126085819	mRNA	ISOC2
XM_049901542.1	LOC126085819	mRNA	ISOC2
XM_049901543.1	LOC126085819	mRNA	ISOC2
XM_049901544.1	LOC126085819	mRNA	ISOC2
XM_049901545.1	LOC126085819	mRNA	ISOC2
XM_049901546.1	C11H19orf85	mRNA	C11H19orf85
XM_049901547.1	LOC126085821	mRNA	GRWD1
XM_049901548.1	LOC126085823	mRNA	DNAAF3
XM_049901549.1	LOC126085823	mRNA	DNAAF3
XM_049901550.1	LOC126085824	mRNA	TNNI3
XM_049901551.1	LOC126085822	mRNA	SGK1
XM_049901552.1	LOC126085825	mRNA	ZNF784
XM_049901553.1	LOC126085826	mRNA	CDH20
XM_049901554.1	LOC126085827	mRNA	SHANK1
XM_049901555.1	LOC126085827	mRNA	SHANK1
XM_049901556.1	LOC126085630	mRNA	PTPRK
XM_049901557.1	LOC126085827	mRNA	SHANK1
XM_049901558.1	LOC126085827	mRNA	SHANK1
XM_049901559.1	LOC126085828	mRNA	TSEN34
XM_049901560.1	LOC126085828	mRNA	TSEN34
XM_049901561.1	LOC126085822	mRNA	SGK1
XM_049901562.1	LOC126085829	mRNA	CCDC8
XM_049901563.1	LOC126085830	mRNA	MIA
XM_049901564.1	LOC126085831	mRNA	SPTBN4
XM_049901565.1	LOC126085832	mRNA	GRIN2D
XM_049901566.1	LOC126085833	mRNA	SYNGR4
XM_049901567.1	LOC126085834	mRNA	LOC126085834
XM_049901568.1	LOC126085835	mRNA	LOC126085835
XM_049901569.1	LOC126085835	mRNA	LOC126085835
XM_049901570.1	LOC126085835	mRNA	LOC126085835
XM_049901571.1	LOC126085837	mRNA	LOC126085837
XM_049901572.1	LOC126085838	mRNA	LOC126085838
XM_049901573.1	LOC126085838	mRNA	LOC126085838
XM_049901574.1	LOC126085839	mRNA	LOC126085839
XM_049901575.1	LOC126085840	mRNA	LOC126085840
XM_049901576.1	LOC126085841	mRNA	LOC126085841
XM_049901577.1	LOC126085841	mRNA	LOC126085841
XM_049901578.1	LOC126085841	mRNA	LOC126085841
XM_049901579.1	LOC126085844	mRNA	KCNC3
XM_049901580.1	LOC126085846	mRNA	ARK2C
XM_049901581.1	LOC126085843	mRNA	HBS1L
XM_049901582.1	LOC126085847	mRNA	LRFN3
XM_049901583.1	LOC126085848	mRNA	PVR
XM_049901584.1	LOC126085848	mRNA	PVR
XM_049901585.1	LOC126085848	mRNA	PVR
XM_049901586.1	LOC126085849	mRNA	SLC14A2
XM_049901587.1	LOC126085850	mRNA	EXOC3L2
XM_049901588.1	LOC126085851	mRNA	NLRP12
XM_049901589.1	LOC126085843	mRNA	HBS1L
XM_049901590.1	LOC126085852	mRNA	RABAC1
XM_049901591.1	LOC126085853	mRNA	LOC126085853
XM_049901592.1	LOC126085854	mRNA	BBC3
XM_049901593.1	LOC126085854	mRNA	BBC3
XM_049901594.1	LOC126085855	mRNA	LOC126085855
XM_049901595.1	LOC126085856	mRNA	NPHS1
XM_049901596.1	LOC126085856	mRNA	NPHS1
XM_049901597.1	LOC126085856	mRNA	NPHS1
XM_049901598.1	LOC126085843	mRNA	HBS1L
XM_049901599.1	LOC126085856	mRNA	NPHS1
XM_049901600.1	LOC126085857	mRNA	NAPSA
XM_049901601.1	LOC126085858	mRNA	APLP1
XM_049901602.1	LOC126085858	mRNA	APLP1
XM_049901603.1	LOC126085858	mRNA	APLP1
XM_049901604.1	LOC126085859	mRNA	NOL4
XM_049901605.1	LOC126085859	mRNA	NOL4
XM_049901606.1	LOC126085859	mRNA	NOL4
XM_049901607.1	LOC126085843	mRNA	HBS1L
XM_049901608.1	LOC126085859	mRNA	NOL4
XM_049901609.1	LOC126085859	mRNA	NOL4
XM_049901610.1	LOC126085860	mRNA	PROSER3
XM_049901611.1	LOC126085860	mRNA	PROSER3
XM_049901612.1	LOC126085860	mRNA	PROSER3
XM_049901613.1	LOC126085862	mRNA	CCDC178
XM_049901614.1	LOC126085863	mRNA	IRF2BP1
XM_049901615.1	LOC126085843	mRNA	HBS1L
XM_049901616.1	LOC126085864	mRNA	PTGIR
XM_049901617.1	LOC126085865	mRNA	SYNE4
XM_049901618.1	LOC126085865	mRNA	SYNE4
XM_049901619.1	LOC126085865	mRNA	SYNE4
XM_049901620.1	LOC126085865	mRNA	SYNE4
XM_049901621.1	LOC126085866	mRNA	SDHAF1
XM_049901622.1	LOC126085867	mRNA	CLEC11A
XM_049901623.1	LOC126085868	mRNA	NDC80
XM_049901624.1	LOC126085868	mRNA	NDC80
XM_049901625.1	LOC126085868	mRNA	NDC80
XM_049901626.1	LOC126085869	mRNA	MYB
XM_049901627.1	LOC126085871	mRNA	CPT1C
XM_049901628.1	LOC126085871	mRNA	CPT1C
XM_049901629.1	LOC126085871	mRNA	CPT1C
XM_049901630.1	LOC126085872	mRNA	SNRPD2
XM_049901631.1	LOC126085873	mRNA	SHISA7
XM_049901632.1	LOC126085874	mRNA	FCGBP
XM_049901633.1	LOC126085874	mRNA	FCGBP
XM_049901634.1	LOC126085875	mRNA	ZNF575
XM_049901635.1	LOC126085869	mRNA	MYB
XM_049901636.1	LOC126085877	mRNA	SPRED3
XM_049901637.1	LOC126085877	mRNA	SPRED3
XM_049901638.1	LOC126085877	mRNA	SPRED3
XM_049901639.1	LOC126085878	mRNA	BCL2L12
XM_049901640.1	LOC126085878	mRNA	BCL2L12
XM_049901641.1	LOC126085878	mRNA	BCL2L12
XM_049901642.1	LOC126085878	mRNA	BCL2L12
XM_049901643.1	LOC126085878	mRNA	BCL2L12
XM_049901644.1	LOC126085879	mRNA	LOC126085879
XM_049901645.1	LOC126085869	mRNA	MYB
XM_049901646.1	LOC126085879	mRNA	LOC126085879
XM_049901647.1	LOC126085879	mRNA	LOC126085879
XM_049901648.1	LOC126085879	mRNA	LOC126085879
XM_049901649.1	LOC126085879	mRNA	LOC126085879
XM_049901650.1	LOC126085879	mRNA	LOC126085879
XM_049901651.1	LOC126085879	mRNA	LOC126085879
XM_049901652.1	LOC126085879	mRNA	LOC126085879
XM_049901653.1	LOC126085880	mRNA	NPAS1
XM_049901654.1	LOC126085881	mRNA	TMEM160
XM_049901655.1	LOC126085869	mRNA	MYB
XM_049901656.1	LOC126085882	mRNA	GIPR
XM_049901657.1	LOC126085883	mRNA	SKOR2
XM_049901658.1	LOC126085884	mRNA	OSBPL1A
XM_049901659.1	LOC126085884	mRNA	OSBPL1A
XM_049901660.1	LOC126085884	mRNA	OSBPL1A
XM_049901661.1	LOC126085884	mRNA	OSBPL1A
XM_049901662.1	LOC126085884	mRNA	OSBPL1A
XM_049901663.1	LOC126085884	mRNA	OSBPL1A
XM_049901664.1	LOC126085884	mRNA	OSBPL1A
XM_049901665.1	LOC126085886	mRNA	TTC39C
XM_049901666.1	LOC126085887	mRNA	CABYR
XM_049901667.1	LOC126085887	mRNA	CABYR
XM_049901668.1	LOC126085885	mRNA	AHI1
XM_049901669.1	LOC126085887	mRNA	CABYR
XM_049901670.1	LOC126085887	mRNA	CABYR
XM_049901671.1	LOC126085889	mRNA	MYBPC2
XM_049901672.1	LOC126085890	mRNA	BAX
XM_049901673.1	LOC126085890	mRNA	BAX
XM_049901674.1	LOC126085891	mRNA	SERTAD3
XM_049901675.1	LOC126085891	mRNA	SERTAD3
XM_049901676.1	LOC126085891	mRNA	SERTAD3
XM_049901677.1	LOC126085885	mRNA	AHI1
XM_049901678.1	LOC126085891	mRNA	SERTAD3
XM_049901679.1	LOC126085891	mRNA	SERTAD3
XM_049901680.1	LOC126085892	mRNA	UBE2S
XM_049901681.1	LOC126085893	mRNA	FAM83E
XM_049901682.1	LOC126085876	mRNA	MTCL3
XM_049901683.1	LOC126085894	mRNA	SCN1B
XM_049901684.1	LOC126085894	mRNA	SCN1B
XM_049901685.1	LOC126085895	mRNA	PNMA8B
XM_049901686.1	LOC126085885	mRNA	AHI1
XM_049901687.1	LOC126085896	mRNA	LOC126085896
XM_049901688.1	LOC126085897	mRNA	CA11
XM_049901689.1	LOC126085898	mRNA	SALL3
XM_049901690.1	LOC126085898	mRNA	SALL3
XM_049901691.1	LOC126085899	mRNA	DMKN
XM_049901692.1	LOC126085899	mRNA	DMKN
XM_049901693.1	LOC126085899	mRNA	DMKN
XM_049901694.1	LOC126085899	mRNA	DMKN
XM_049901695.1	LOC126085885	mRNA	AHI1
XM_049901696.1	LOC126085900	mRNA	KLK1
XM_049901697.1	LOC126085901	mRNA	LOC126085901
XM_049901698.1	LOC126085902	mRNA	ALKBH6
XM_049901699.1	LOC126085902	mRNA	ALKBH6
XM_049901700.1	LOC126085902	mRNA	ALKBH6
XM_049901701.1	LOC126085902	mRNA	ALKBH6
XM_049901702.1	LOC126085902	mRNA	ALKBH6
XM_049901703.1	LOC126085902	mRNA	ALKBH6
XM_049901704.1	LOC126085903	mRNA	CD79A
XM_049901705.1	LOC126085885	mRNA	AHI1
XM_049901706.1	LOC126085904	mRNA	CACNG7
XM_049901707.1	LOC126085905	mRNA	PIAS2
XM_049901708.1	LOC126085905	mRNA	PIAS2
XM_049901709.1	LOC126085905	mRNA	PIAS2
XM_049901710.1	LOC126085905	mRNA	PIAS2
XM_049901711.1	LOC126085905	mRNA	PIAS2
XM_049901712.1	LOC126085905	mRNA	PIAS2
XM_049901713.1	LOC126085905	mRNA	PIAS2
XM_049901714.1	LOC126085905	mRNA	PIAS2
XM_049901715.1	LOC126085905	mRNA	PIAS2
XM_049901716.1	LOC126085905	mRNA	PIAS2
XM_049901717.1	LOC126085905	mRNA	PIAS2
XM_049901718.1	LOC126085905	mRNA	PIAS2
XM_049901719.1	LOC126085906	mRNA	PDE7B
XM_049901720.1	LOC126085905	mRNA	PIAS2
XM_049901721.1	LOC126085907	mRNA	KATNAL2
XM_049901722.1	LOC126085907	mRNA	KATNAL2
XM_049901723.1	LOC126085907	mRNA	KATNAL2
XM_049901724.1	LOC126085907	mRNA	KATNAL2
XM_049901725.1	LOC126085907	mRNA	KATNAL2
XM_049901726.1	LOC126085907	mRNA	KATNAL2
XM_049901727.1	LOC126085907	mRNA	KATNAL2
XM_049901728.1	LOC126085907	mRNA	KATNAL2
XM_049901729.1	LOC126085906	mRNA	PDE7B
XM_049901730.1	LOC126085907	mRNA	KATNAL2
XM_049901731.1	LOC126085907	mRNA	KATNAL2
XM_049901732.1	LOC126085907	mRNA	KATNAL2
XM_049901733.1	LOC126085907	mRNA	KATNAL2
XM_049901734.1	LOC126085907	mRNA	KATNAL2
XM_049901735.1	LOC126085908	mRNA	ST8SIA5
XM_049901736.1	LOC126085908	mRNA	ST8SIA5
XM_049901737.1	LOC126085908	mRNA	ST8SIA5
XM_049901738.1	LOC126085908	mRNA	ST8SIA5
XM_049901739.1	LOC126085906	mRNA	PDE7B
XM_049901740.1	LOC126085908	mRNA	ST8SIA5
XM_049901741.1	LOC126085909	mRNA	HDHD2
XM_049901742.1	LOC126085909	mRNA	HDHD2
XM_049901743.1	LOC126085910	mRNA	IER3IP1
XM_049901744.1	LOC126085911	mRNA	LOXHD1
XM_049901745.1	LOC126085912	mRNA	PRR12
XM_049901746.1	LOC126085913	mRNA	TRPM4
XM_049901747.1	LOC126085913	mRNA	TRPM4
XM_049901748.1	LOC126085915	mRNA	ALDH16A1
XM_049901749.1	LOC126085915	mRNA	ALDH16A1
XM_049901750.1	LOC126085916	mRNA	SLC17A7
XM_049901751.1	LOC126085914	mRNA	BCLAF1
XM_049901752.1	LOC126085916	mRNA	SLC17A7
XM_049901753.1	LOC126085917	mRNA	GFY
XM_049901754.1	LOC126085918	mRNA	TEAD2
XM_049901755.1	LOC126085918	mRNA	TEAD2
XM_049901756.1	LOC126085918	mRNA	TEAD2
XM_049901757.1	LOC126085918	mRNA	TEAD2
XM_049901758.1	LOC126085919	mRNA	FCGRT
XM_049901759.1	LOC126085919	mRNA	FCGRT
XM_049901760.1	LOC126085919	mRNA	FCGRT
XM_049901761.1	LOC126085914	mRNA	BCLAF1
XM_049901762.1	LOC126085920	mRNA	LOC126085920
XM_049901763.1	LOC126085921	mRNA	RCN3
XM_049901764.1	LOC126085921	mRNA	RCN3
XM_049901765.1	LOC126085921	mRNA	RCN3
XM_049901766.1	LOC126085922	mRNA	NOSIP
XM_049901767.1	LOC126085922	mRNA	NOSIP
XM_049901768.1	LOC126085922	mRNA	NOSIP
XM_049901769.1	LOC126085923	mRNA	PIH1D1
XM_049901770.1	LOC126085914	mRNA	BCLAF1
XM_049901771.1	LOC126085923	mRNA	PIH1D1
XM_049901772.1	LOC126085923	mRNA	PIH1D1
XM_049901773.1	LOC126085923	mRNA	PIH1D1
XM_049901774.1	LOC126085923	mRNA	PIH1D1
XM_049901775.1	LOC126085876	mRNA	MTCL3
XM_049901776.1	LOC126085924	mRNA	DKKL1
XM_049901777.1	LOC126085924	mRNA	DKKL1
XM_049901778.1	LOC126085924	mRNA	DKKL1
XM_049901779.1	LOC126085924	mRNA	DKKL1
XM_049901780.1	LOC126085924	mRNA	DKKL1
XM_049901781.1	LOC126085914	mRNA	BCLAF1
XM_049901782.1	LOC126085924	mRNA	DKKL1
XM_049901783.1	LOC126085924	mRNA	DKKL1
XM_049901784.1	LOC126085924	mRNA	DKKL1
XM_049901785.1	LOC126085924	mRNA	DKKL1
XM_049901786.1	LOC126085924	mRNA	DKKL1
XM_049901787.1	LOC126085926	mRNA	FLT3LG
XM_049901788.1	LOC126085926	mRNA	FLT3LG
XM_049901789.1	LOC126085926	mRNA	FLT3LG
XM_049901790.1	LOC126085926	mRNA	FLT3LG
XM_049901791.1	LOC126085914	mRNA	BCLAF1
XM_049901792.1	LOC126085927	mRNA	CD37
XM_049901793.1	LOC126085928	mRNA	RPL13A
XM_049901794.1	LOC126085929	mRNA	PRRG2
XM_049901795.1	LOC126085929	mRNA	PRRG2
XM_049901796.1	LOC126085929	mRNA	PRRG2
XM_049901797.1	LOC126085929	mRNA	PRRG2
XM_049901798.1	LOC126085929	mRNA	PRRG2
XM_049901799.1	LOC126085929	mRNA	PRRG2
XM_049901800.1	LOC126085930	mRNA	LOC126085930
XM_049901801.1	LOC126085931	mRNA	RPS11
XM_049901802.1	LOC126085932	mRNA	KASH5
XM_049901803.1	LOC126085933	mRNA	TYROBP
XM_049901804.1	LOC126085933	mRNA	TYROBP
XM_049901805.1	LOC126085935	mRNA	SERTAD1
XM_049901806.1	LOC126085936	mRNA	EPB41L3
XM_049901807.1	LOC126085936	mRNA	EPB41L3
XM_049901808.1	LOC126085934	mRNA	MAP3K5
XM_049901809.1	LOC126085936	mRNA	EPB41L3
XM_049901810.1	LOC126085936	mRNA	EPB41L3
XM_049901811.1	LOC126085936	mRNA	EPB41L3
XM_049901812.1	LOC126085936	mRNA	EPB41L3
XM_049901813.1	LOC126085936	mRNA	EPB41L3
XM_049901814.1	LOC126085936	mRNA	EPB41L3
XM_049901815.1	LOC126085936	mRNA	EPB41L3
XM_049901816.1	LOC126085937	mRNA	LOC126085937
XM_049901817.1	LOC126085938	mRNA	LYPD4
XM_049901818.1	LOC126085938	mRNA	LYPD4
XM_049901819.1	LOC126085940	mRNA	TMEM200C
XM_049901820.1	LOC126085941	mRNA	PNMA8C
XM_049901821.1	LOC126085939	mRNA	MAP7
XM_049901822.1	LOC126085942	mRNA	WDR7
XM_049901823.1	LOC126085942	mRNA	WDR7
XM_049901824.1	LOC126085942	mRNA	WDR7
XM_049901825.1	LOC126085942	mRNA	WDR7
XM_049901826.1	LOC126085943	mRNA	NEDD4L
XM_049901827.1	LOC126085943	mRNA	NEDD4L
XM_049901828.1	LOC126085943	mRNA	NEDD4L
XM_049901829.1	LOC126085943	mRNA	NEDD4L
XM_049901830.1	LOC126085943	mRNA	NEDD4L
XM_049901831.1	LOC126085939	mRNA	MAP7
XM_049901832.1	LOC126085943	mRNA	NEDD4L
XM_049901833.1	LOC126085943	mRNA	NEDD4L
XM_049901834.1	LOC126085943	mRNA	NEDD4L
XM_049901835.1	LOC126085943	mRNA	NEDD4L
XM_049901836.1	LOC126085943	mRNA	NEDD4L
XM_049901837.1	LOC126085943	mRNA	NEDD4L
XM_049901838.1	LOC126085943	mRNA	NEDD4L
XM_049901839.1	LOC126085944	mRNA	ATP8B1
XM_049901840.1	LOC126085944	mRNA	ATP8B1
XM_049901841.1	LOC126085939	mRNA	MAP7
XM_049901842.1	LOC126085945	mRNA	NARS1
XM_049901843.1	LOC126085945	mRNA	NARS1
XM_049901844.1	LOC126085946	mRNA	ONECUT2
XM_049901845.1	LOC126085947	mRNA	FECH
XM_049901846.1	LOC126085947	mRNA	FECH
XM_049901847.1	LOC126085949	mRNA	APOC2
XM_049901848.1	LOC126085950	mRNA	ADCYAP1
XM_049901849.1	LOC126085939	mRNA	MAP7
XM_049901850.1	LOC126085951	mRNA	APCDD1
XM_049901851.1	LOC126085952	mRNA	NAPG
XM_049901852.1	LOC126085952	mRNA	NAPG
XM_049901853.1	LOC126085952	mRNA	NAPG
XM_049901854.1	LOC126085952	mRNA	NAPG
XM_049901855.1	LOC126085954	mRNA	LOC126085954
XM_049901856.1	LOC126085954	mRNA	LOC126085954
XM_049901857.1	LOC126085954	mRNA	LOC126085954
XM_049901858.1	LOC126085954	mRNA	LOC126085954
XM_049901859.1	LOC126085954	mRNA	LOC126085954
XM_049901860.1	LOC126085955	mRNA	IL20RA
XM_049901861.1	LOC126085956	mRNA	LOC126085956
XM_049901862.1	LOC126085957	mRNA	LOC126085957
XM_049901863.1	LOC126085957	mRNA	LOC126085957
XM_049901864.1	LOC126085958	mRNA	LOC126085958
XM_049901865.1	LOC126085876	mRNA	MTCL3
XM_049901866.1	LOC126085959	mRNA	PPP2R1A
XM_049901867.1	LOC126085960	mRNA	LOC126085960
XM_049901868.1	LOC126085960	mRNA	LOC126085960
XM_049901869.1	LOC126085960	mRNA	LOC126085960
XM_049901870.1	LOC126085962	mRNA	LOC126085962
XM_049901871.1	LOC126085962	mRNA	LOC126085962
XM_049901872.1	LOC126085961	mRNA	IFNGR1
XM_049901873.1	LOC126085965	mRNA	AFG3L2
XM_049901874.1	LOC126085965	mRNA	AFG3L2
XM_049901875.1	LOC126085966	mRNA	IMPA2
XM_049901876.1	LOC126085966	mRNA	IMPA2
XM_049901877.1	LOC126085966	mRNA	IMPA2
XM_049901878.1	LOC126085966	mRNA	IMPA2
XM_049901879.1	LOC126085966	mRNA	IMPA2
XM_049901880.1	LOC126085961	mRNA	IFNGR1
XM_049901881.1	LOC126085967	mRNA	TUBB6
XM_049901882.1	LOC126085968	mRNA	CIDEA
XM_049901883.1	LOC126085968	mRNA	CIDEA
XM_049901884.1	LOC126085968	mRNA	CIDEA
XM_049901885.1	LOC126085968	mRNA	CIDEA
XM_049901886.1	LOC126085969	mRNA	LOC126085969
XM_049901887.1	LOC126085971	mRNA	CCBE1
XM_049901888.1	LOC126085973	mRNA	MC4R
XM_049901889.1	LOC126085972	mRNA	SLC35D3
XM_049901890.1	LOC126085976	mRNA	PMAIP1
XM_049901891.1	LOC126085979	mRNA	ZNF521
XM_049901892.1	LOC126085979	mRNA	ZNF521
XM_049901893.1	LOC126085979	mRNA	ZNF521
XM_049901894.1	LOC126085980	mRNA	ZNF236
XM_049901895.1	LOC126085980	mRNA	ZNF236
XM_049901896.1	LOC126085982	mRNA	GALR1
XM_049901897.1	LOC126085983	mRNA	MBP
XM_049901898.1	LOC126085983	mRNA	MBP
XM_049901899.1	LOC126085981	mRNA	PEX7
XM_049901900.1	LOC126085984	mRNA	LOC126085984
XM_049901901.1	LOC126085985	mRNA	LOC126085985
XM_049901902.1	LOC126085986	mRNA	FHOD3
XM_049901903.1	LOC126085986	mRNA	FHOD3
XM_049901904.1	LOC126085986	mRNA	FHOD3
XM_049901905.1	LOC126085986	mRNA	FHOD3
XM_049901906.1	LOC126085986	mRNA	FHOD3
XM_049901907.1	LOC126085987	mRNA	SLC39A6
XM_049901908.1	LOC126085987	mRNA	SLC39A6
XM_049901909.1	LOC126085987	mRNA	SLC39A6
XM_049901910.1	LOC126085989	mRNA	MOCOS
XM_049901911.1	LOC126085990	mRNA	ELP2
XM_049901912.1	LOC126085988	mRNA	IL22RA2
XM_049901913.1	LOC126085990	mRNA	ELP2
XM_049901914.1	LOC126085991	mRNA	IZUMO2
XM_049901915.1	LOC126085992	mRNA	ERICH4
XM_049901916.1	LOC126085993	mRNA	GREB1L
XM_049901917.1	LOC126085993	mRNA	GREB1L
XM_049901918.1	LOC126085993	mRNA	GREB1L
XM_049901919.1	LOC126085993	mRNA	GREB1L
XM_049901920.1	LOC126085993	mRNA	GREB1L
XM_049901921.1	LOC126085993	mRNA	GREB1L
XM_049901922.1	LOC126085993	mRNA	GREB1L
XM_049901923.1	LOC126085993	mRNA	GREB1L
XM_049901924.1	LOC126085993	mRNA	GREB1L
XM_049901925.1	LOC126085994	mRNA	LOC126085994
XM_049901926.1	LOC126085993	mRNA	GREB1L
XM_049901927.1	LOC126085993	mRNA	GREB1L
XM_049901928.1	LOC126085993	mRNA	GREB1L
XM_049901929.1	LOC126085993	mRNA	GREB1L
XM_049901930.1	LOC126085993	mRNA	GREB1L
XM_049901931.1	LOC126085993	mRNA	GREB1L
XM_049901932.1	LOC126085993	mRNA	GREB1L
XM_049901933.1	LOC126085995	mRNA	ROCK1
XM_049901934.1	LOC126085995	mRNA	ROCK1
XM_049901935.1	LOC126085995	mRNA	ROCK1
XM_049901936.1	LOC126085997	mRNA	MIB1
XM_049901937.1	LOC126085997	mRNA	MIB1
XM_049901938.1	LOC126085998	mRNA	ESCO1
XM_049901939.1	LOC126085996	mRNA	OLIG3
XM_049901940.1	LOC126085998	mRNA	ESCO1
XM_049901941.1	LOC126085998	mRNA	ESCO1
XM_049901942.1	LOC126085998	mRNA	ESCO1
XM_049901943.1	LOC126085998	mRNA	ESCO1
XM_049901944.1	LOC126085998	mRNA	ESCO1
XM_049901945.1	LOC126085876	mRNA	MTCL3
XM_049901946.1	LOC126085999	mRNA	GATA6
XM_049901947.1	LOC126085999	mRNA	GATA6
XM_049901948.1	LOC126085999	mRNA	GATA6
XM_049901949.1	LOC126086000	mRNA	ABHD3
XM_049901950.1	LOC126086002	mRNA	SNRPD1
XM_049901951.1	LOC126086005	mRNA	ATP9B
XM_049901952.1	LOC126086001	mRNA	LOC126086001
